	tconst	titleType	primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
40782	tt0075696	movie	Are You Being Served?	1977	95	Action,Adventure,Comedy	6.1	2930
40786	tt0075704	movie	Audrey Rose	1977	113	Drama,Fantasy,Horror	5.8	6385
40790	tt0075710	movie	Axe	1977	65	Horror,Thriller	4.8	1445
40796	tt0075718	movie	The Bad News Bears in Breaking Training	1977	100	Comedy,Family,Sport	5.6	3493
40806	tt0075730	movie	Camouflage	1977	106	Comedy,Drama	7.3	1579
40810	tt0075740	movie	Beast with a Gun	1977	91	Action,Crime,Drama	6.0	1173
40812	tt0075744	movie	Between the Lines	1977	101	Comedy,Drama,Romance	6.7	1096
40818	tt0075753	movie	Bilitis	1977	95	Drama,Romance	5.3	2233
40826	tt0075765	movie	Black Sunday	1977	143	Adventure,Crime,Drama	6.8	8595
40833	tt0075774	movie	Bobby Deerfield	1977	124	Drama,Romance	5.8	4436
40840	tt0075783	movie	Breaker! Breaker!	1977	86	Action,Adventure,Crime	4.2	3534
40841	tt0075784	movie	A Bridge Too Far	1977	175	Drama,History,War	7.4	58660
40845	tt0075788	movie	Bruce Lee, the Legend	1984	88	Documentary	7.1	1147
40847	tt0075790	movie	The Brothers Lionheart	1977	106	Drama,Family,Fantasy	7.1	6797
40850	tt0075793	movie	We All Loved Each Other So Much	1974	124	Comedy,Drama	8.0	6851
40862	tt0075807	movie	Candleshoe	1977	101	Adventure,Comedy,Drama	6.7	4673
40863	tt0075809	movie	The Car	1977	96	Action,Horror,Mystery	6.1	10830
40865	tt0075811	movie	The Sorcerer's Apprentice	1978	73	Animation,Family,Fantasy	7.6	1106
40873	tt0075820	movie	Cathy's Curse	1977	88	Horror	4.4	1133
40875	tt0075824	movie	That Obscure Object of Desire	1977	103	Comedy,Drama,Romance	7.8	23700
40882	tt0075834	movie	The Pyjama Girl Case	1977	102	Crime,Mystery,Thriller	6.1	1282
40885	tt0075838	movie	The Child	1977	82	Horror	4.9	1330
40889	tt0075845	movie	The Choirboys	1977	119	Comedy,Crime,Drama	5.6	1798
40890	tt0075848	movie	Bye Bye Monkey	1978	113	Comedy,Drama,Fantasy	6.4	1299
40894	tt0075852	movie	The Cynic, the Rat and the Fist	1977	100	Action,Crime,Thriller	6.7	1171
40900	tt0075860	movie	Close Encounters of the Third Kind	1977	138	Drama,Sci-Fi	7.6	207758
40914	tt0075888	movie	The Crater Lake Monster	1977	85	Adventure,Crime,Fantasy	3.5	1615
40923	tt0075902	movie	Man of Marble	1977	165	Drama	7.7	4543
40927	tt0075909	movie	Damnation Alley	1977	91	Sci-Fi	5.2	5562
40929	tt0075913	movie	Day of the Animals	1977	97	Horror,Sci-Fi,Thriller	5.3	2970
40933	tt0075921	movie	Death Game	1977	91	Thriller	5.4	1191
40934	tt0075922	movie	The House by the Lake	1976	87	Horror,Thriller	6.0	1281
40936	tt0075925	movie	The Deep	1977	123	Adventure,Mystery,Thriller	6.2	13086
40939	tt0075930	movie	God Told Me To	1976	91	Crime,Horror,Mystery	6.2	6089
40940	tt0075931	movie	Demon Seed	1977	94	Horror,Sci-Fi	6.3	9463
40941	tt0075932	movie	The Lacemaker	1977	107	Drama,Romance	7.5	2874
40945	tt0075936	movie	Desperate Living	1977	90	Comedy,Crime,Fantasy	7.0	5634
40946	tt0075938	movie	The Devil, Probably	1977	95	Drama	7.1	4295
40947	tt0075939	movie	Peppermint Soda	1977	101	Comedy,Drama	7.0	1418
40956	tt0075950	movie	The Domino Principle	1977	100	Drama,Thriller	5.7	2717
40966	tt0075963	movie	The Wishing Tree	1976	107	Drama	8.1	1800
40969	tt0075968	movie	The Duellists	1977	100	Drama,War	7.4	24903
40974	tt0075975	movie	A Simple Story	1978	107	Drama,Romance	6.9	1329
40978	tt0075984	movie	Emanuelle and the Last Cannibals	1977	94	Adventure,Horror	5.0	3105
40980	tt0075987	movie	Emanuelle Around the World	1977	97	Adult,Adventure,Drama	4.8	1011
40981	tt0075989	movie	Empire of the Ants	1977	89	Adventure,Horror,Sci-Fi	4.2	5113
40982	tt0075990	movie	End of the World	1977	86	Horror,Mystery,Sci-Fi	3.1	1119
40983	tt0075993	movie	An Enemy of the People	1978	103	Drama	6.9	1453
40984	tt0075995	movie	Equus	1977	137	Drama,Mystery	7.1	8463
40988	tt0075999	movie	Satan's Blood	1978	82	Horror	6.0	1194
40989	tt0076001	movie	La escopeta nacional	1978	95	Comedy	7.3	2065
40993	tt0076009	movie	Exorcist II: The Heretic	1977	117	Horror	3.8	25794
41000	tt0076023	movie	Fight for Your Life	1977	82	Crime,Drama,Thriller	6.3	1670
41004	tt0076028	movie	Final Chapter: Walking Tall	1977	112	Action,Crime,Drama	5.7	1075
41012	tt0076042	movie	A Grin Without A Cat	1977	240	Documentary	7.9	1069
41014	tt0076044	movie	For the Love of Benji	1977	85	Adventure,Comedy,Drama	5.9	1186
41021	tt0076054	movie	Freaky Friday	1976	95	Comedy,Family,Fantasy	6.3	13416
41025	tt0076059	movie	Fun with Dick and Jane	1977	95	Comedy,Crime	6.4	4638
41032	tt0076068	movie	Watch Me When I Kill	1977	96	Horror,Mystery,Thriller	5.9	1294
41034	tt0076070	movie	The Gauntlet	1977	109	Action,Crime,Thriller	6.4	24157
41042	tt0076085	movie	A Special Day	1977	106	Drama	8.1	14824
41047	tt0076095	movie	The Goodbye Girl	1977	111	Comedy,Drama,Romance	7.4	15264
41050	tt0076098	movie	The Report	1977	112	Drama	6.9	1166
41052	tt0076100	movie	Grand Theft Auto	1977	84	Action,Comedy,Crime	5.4	2858
41053	tt0076101	movie	The Con Artists	1976	110	Comedy,Crime	7.3	4205
41057	tt0076106	movie	Greased Lightning	1977	96	Action,Biography,Comedy	6.4	1838
41060	tt0076111	movie	The Greatest	1977	101	Biography,Drama,Sport	5.8	1573
41061	tt0076112	movie	Ilsa, the Wicked Warden	1977	95	Drama,Horror	4.5	2544
41078	tt0076137	movie	Herbie Goes to Monte Carlo	1977	105	Action,Adventure,Comedy	5.6	7772
41079	tt0076138	movie	Heroes	1977	112	Comedy,Drama	6.0	1974
41082	tt0076141	movie	High Anxiety	1977	94	Comedy,Mystery,Thriller	6.6	22975
41090	tt0076150	movie	Alice, Sweet Alice	1976	107	Crime,Drama,Horror	6.5	12141
41094	tt0076155	movie	The Man Who Loved Women	1977	120	Comedy,Drama,Romance	7.4	7059
41098	tt0076161	movie	The Hound of the Baskervilles	1978	85	Comedy,Crime,Horror	4.5	1242
41099	tt0076162	movie	House	1977	88	Comedy,Horror	7.3	30064
41100	tt0076164	movie	Goliathon	1977	90	Action,Adventure,Horror	5.4	2067
41104	tt0076168	movie	Executioners from Shaolin	1977	100	Action,Drama	6.9	1755
41107	tt0076172	movie	I Never Promised You a Rose Garden	1977	96	Drama,Fantasy	6.4	1466
41108	tt0076175	movie	March or Die	1977	107	Adventure,Drama,Romance	6.3	3714
41121	tt0076191	movie	The Incredible Melting Man	1977	86	Horror,Sci-Fi	4.2	4957
41128	tt0076200	movie	Behind Convent Walls	1978	95	Drama,Romance	4.9	1270
41135	tt0076208	movie	Iphigenia	1977	127	Drama	7.7	2016
41137	tt0076210	movie	The Island of Dr. Moreau	1977	99	Adventure,Fantasy,Horror	5.9	6790
41138	tt0076211	movie	Islands in the Stream	1977	104	Drama	6.5	1536
41143	tt0076221	movie	Jabberwocky	1977	105	Adventure,Comedy,Fantasy	6.2	15337
41148	tt0076227	movie	To Kill with Intrigue	1977	106	Action,Drama	5.3	1280
41158	tt0076240	movie	Jubilee	1978	106	Comedy,Drama,Fantasy	6.0	3509
41162	tt0076245	movie	Julia	1977	117	Drama	7.1	10053
41166	tt0076252	movie	The Year of the Hare	1977	129	Comedy,Drama	7.5	1359
41169	tt0076257	movie	The Kentucky Fried Movie	1977	83	Comedy	6.4	19379
41173	tt0076263	movie	Killer of Sheep	1978	80	Drama	7.2	7142
41175	tt0076271	movie	Kingdom of the Spiders	1977	97	Horror,Sci-Fi	5.7	5563
41179	tt0076276	movie	Who's Singin' Over There?	1980	86	Adventure,Comedy,Drama	8.7	15940
41193	tt0076295	movie	The Last House on Dead End Street	1973	78	Horror	5.1	2209
41194	tt0076297	movie	The Last Remake of Beau Geste	1977	85	Adventure,Comedy,War	6.0	2504
41195	tt0076299	movie	The Last Wave	1977	106	Drama,Fantasy,Mystery	7.0	10384
41196	tt0076301	movie	The Late Show	1977	93	Comedy,Mystery,Thriller	6.9	2956
41204	tt0076312	movie	Love Letters of a Portuguese Nun	1977	89	Adventure,Drama,Horror	5.4	1174
41205	tt0076313	movie	Blood Relatives	1978	100	Crime,Drama,Mystery	6.2	1066
41215	tt0076327	movie	Looking for Mr. Goodbar	1977	136	Drama	6.7	8066
41218	tt0076336	movie	The Place Without Limits	1978	110	Drama	7.5	1506
41222	tt0076340	movie	Ma-ma	1976	83	Family,Fantasy,Musical	7.9	1331
41224	tt0076342	movie	MacArthur	1977	130	Biography,Drama,History	6.5	4858
41229	tt0076348	movie	Madame Rosa	1977	105	Drama	7.1	1488
41235	tt0076360	movie	A Man Called Blade	1977	101	Action,Drama,Thriller	6.6	1881
41238	tt0076363	movie	The Many Adventures of Winnie the Pooh	1977	74	Adventure,Animation,Comedy	7.5	37924
41253	tt0076391	movie	Mimino	1977	95	Comedy,Drama	8.1	6434
41270	tt0076410	movie	Death of a Corrupt Man	1977	123	Crime,Drama,Thriller	6.8	2391
41275	tt0076417	movie	Mr. Billion	1977	89	Action,Comedy,Family	5.4	1309
41294	tt0076446	movie	Unfinished Piece for the Player Piano	1977	103	Drama	7.7	3589
41295	tt0076451	movie	New York, New York	1977	155	Drama,Music,Musical	6.6	20729
41296	tt0076452	movie	News from Home	1976	85	Documentary	7.3	2376
41307	tt0076470	movie	Pardon Mon Affaire, Too!	1977	110	Comedy	6.8	1248
41318	tt0076489	movie	Oh, God!	1977	98	Comedy,Fantasy	6.6	10157
41321	tt0076495	movie	The Olsen Gang Outta Sight	1977	105	Comedy,Crime,Family	6.7	1653
41324	tt0076500	movie	One on One	1977	98	Drama,Sport	6.5	1905
41326	tt0076504	movie	Orca	1977	92	Adventure,Drama,Horror	5.7	12406
41329	tt0076507	movie	The Other Side of Midnight	1977	165	Drama,Romance,Thriller	6.1	1836
41337	tt0076516	movie	The Pack	1977	95	Adventure,Horror,Thriller	5.9	1127
41338	tt0076517	movie	Padre Padrone	1977	113	Biography,Drama	7.3	4161
41339	tt0076518	movie	Rulers of the City	1976	88	Comedy,Crime,Thriller	6.0	1051
41346	tt0076527	movie	Parvarish	1977	162	Action,Crime,Drama	6.8	1019
41352	tt0076535	movie	The People That Time Forgot	1977	91	Adventure,Sci-Fi	5.4	3223
41355	tt0076538	movie	Pete's Dragon	1977	128	Adventure,Animation,Comedy	6.3	25541
41358	tt0076543	movie	A Piece of the Action	1977	135	Comedy,Crime	6.4	1341
41359	tt0076544	movie	Knock-Out Cop	1978	114	Action,Comedy,Crime	6.2	3619
41363	tt0076551	movie	Po semeynym obstoyatelstvam	1978	128	Comedy,Drama	7.7	1000
41378	tt0076574	movie	Providence	1977	110	Drama	7.5	3389
41382	tt0076578	movie	Pumping Iron	1977	86	Documentary,Sport	7.3	23706
41387	tt0076584	movie	The Inglorious Bastards	1978	99	Action,Adventure,War	6.5	10020
41390	tt0076590	movie	Rabid	1977	91	Horror,Sci-Fi	6.3	20171
41391	tt0076591	movie	Race for Your Life, Charlie Brown	1977	76	Adventure,Animation,Comedy	7.2	3769
41406	tt0076618	movie	The Rescuers	1977	77	Adventure,Animation,Comedy	6.9	66536
41414	tt0076630	movie	Rituals	1977	100	Adventure,Horror,Thriller	6.2	2817
41415	tt0076632	movie	Mr. Robinson	1976	107	Adventure,Comedy,Romance	6.6	1442
41418	tt0076636	movie	Rollercoaster	1977	119	Action,Crime,Drama	6.3	6602
41419	tt0076637	movie	Rolling Thunder	1977	95	Crime,Drama,Thriller	6.9	9813
41423	tt0076644	movie	Ruby	1977	85	Drama,Horror	4.5	1054
41427	tt0076649	movie	The Beast in Heat	1977	88	Horror,War	3.7	1838
41437	tt0076665	movie	Satan's Cheerleaders	1977	92	Comedy,Crime,Horror	4.1	1172
41438	tt0076666	movie	Saturday Night Fever	1977	118	Drama,Music	6.8	83224
41441	tt0076670	movie	Schizo	1976	109	Drama,Horror,Mystery	5.7	1347
41448	tt0076683	movie	The Sentinel	1977	92	Horror	6.3	10866
41449	tt0076684	movie	The Seventh Company Outdoors	1977	75	Comedy	6.2	1510
41450	tt0076686	movie	The Serpent's Egg	1977	119	Drama,Mystery,Thriller	6.6	6088
41456	tt0076696	movie	The Chess Players	1977	129	Comedy,Drama,History	7.5	3877
41461	tt0076704	movie	Shock Waves	1977	85	Horror,Mystery,Sci-Fi	5.5	5889
41462	tt0076706	movie	Short Eyes	1977	100	Drama	7.0	1456
41465	tt0076709	movie	Game of Death II	1980	96	Action,Crime,Mystery	5.1	3397
41469	tt0076715	movie	Silver Bears	1977	113	Comedy,Crime	6.0	1379
41470	tt0076716	movie	Sinbad and the Eye of the Tiger	1977	113	Action,Adventure,Family	6.3	8189
41476	tt0076723	movie	Slap Shot	1977	123	Comedy,Drama,Sport	7.3	39006
41477	tt0076725	movie	Sleeping Dogs	1977	107	Action,Drama,Thriller	6.3	1527
41479	tt0076727	movie	Office Romance	1977	159	Comedy,Drama,Romance	8.3	9752
41481	tt0076729	movie	Smokey and the Bandit	1977	96	Action,Adventure,Comedy	7.0	53566
41484	tt0076734	movie	Soldier of Orange	1977	155	Drama,Romance,Thriller	7.6	13451
41487	tt0076740	movie	Sorcerer	1977	121	Adventure,Drama,Thriller	7.7	23159
41488	tt0076744	movie	Special Education	1977	110	Drama	8.3	1826
41490	tt0076749	movie	Maladolescenza	1977	94	Drama,Romance	5.6	2253
41492	tt0076752	movie	The Spy Who Loved Me	1977	125	Action,Adventure,Thriller	7.0	111945
41499	tt0076759	movie	Star Wars: Episode IV - A New Hope	1977	121	Action,Adventure,Fantasy	8.6	1388947
41504	tt0076767	movie	Storm Boy	1976	88	Drama,Family	6.9	1437
41516	tt0076786	movie	Suspiria	1977	99	Horror	7.3	98042
41518	tt0076788	movie	Sweeney!	1977	98	Action,Crime,Drama	6.8	1424
41529	tt0076804	movie	Telefon	1977	102	Action,Crime,Drama	6.5	5887
41531	tt0076809	movie	Tentacles	1977	102	Action,Adventure,Comedy	3.7	4096
41539	tt0076825	movie	Tintorera: Killer Shark	1977	126	Drama,Horror,Romance	4.1	1426
41551	tt0076843	movie	The Turning Point	1977	119	Drama,Music,Romance	6.8	4874
41553	tt0076845	movie	Twilight's Last Gleaming	1977	146	Drama,Thriller	6.7	3535
41560	tt0076852	movie	Pardon Mon Affaire	1976	110	Comedy,Romance	7.0	2239
41561	tt0076853	movie	The Uncanny	1977	89	Horror	5.7	1944
41562	tt0076855	movie	One Sings, the Other Doesn't	1977	120	Drama,History	7.4	2154
41573	tt0076868	movie	Valentino	1977	128	Biography,Drama	6.1	2008
41590	tt0076890	movie	Viva Knievel!	1977	106	Action,Adventure,Biography	3.5	1293
41592	tt0076893	movie	Train in the Snow	1976	84	Adventure,Comedy,Drama	7.8	1194
41605	tt0076910	movie	Welcome to L.A.	1976	106	Drama,Music,Romance	5.9	1111
41607	tt0076913	movie	Which Way Is Up?	1977	94	Comedy	6.2	1878
41609	tt0076915	movie	The White Buffalo	1977	97	Action,Adventure,Western	6.1	4794
41616	tt0076929	movie	Wizards	1977	82	Adventure,Animation,Fantasy	6.3	12345
41620	tt0076933	movie	The World's Greatest Lover	1977	89	Comedy	5.7	2135
41621	tt0076935	movie	The Yellow Handkerchief	1977	108	Comedy,Drama	7.4	1218
41624	tt0076939	movie	The Invincible Armour	1977	90	Action,Drama	7.0	1018
41626	tt0076944	movie	Young Lady Chatterley	1977	100	Drama	5.2	1237
41660	tt0077132	movie	Empire of Passion	1978	105	Drama,Horror,Romance	7.0	4647
41666	tt0077138	movie	The Tree of Wooden Clogs	1978	186	Drama,History	7.8	6529
41676	tt0077157	movie	American Boy: A Profile of - Steven Prince	1978	55	Documentary	7.4	1690
41677	tt0077158	movie	American Hot Wax	1978	91	Drama,History,Music	6.9	1312
41696	tt0077188	movie	Hitch-Hike	1977	104	Crime,Drama,Thriller	6.8	3043
41697	tt0077189	movie	Avalanche	1978	91	Action,Drama,Thriller	3.7	2256
41699	tt0077191	movie	To Be Twenty	1978	94	Comedy,Crime,Drama	5.9	1140
41705	tt0077199	movie	The Bad News Bears Go to Japan	1978	91	Comedy,Family,Sport	3.7	3148
41710	tt0077204	movie	Lucky Luke: Ballad of the Daltons	1978	82	Animation,Comedy,Family	6.9	2072
41715	tt0077210	movie	Barracuda	1978	98	Horror,Thriller	4.1	1168
41718	tt0077215	movie	Battlestar Galactica	1978	148	Action,Adventure,Sci-Fi	6.7	10217
41719	tt0077222	movie	Belyy Bim Chernoe ukho	1977	182	Drama	8.1	2312
41723	tt0077228	movie	The Betsy	1978	125	Drama	5.2	1590
41726	tt0077233	movie	The Big Fix	1978	108	Comedy,Mystery,Thriller	6.4	2282
41727	tt0077234	movie	The Big Sleep	1978	99	Crime,Drama,Mystery	5.7	5141
41728	tt0077235	movie	Big Wednesday	1978	120	Drama,Sport	7.1	7041
41740	tt0077247	movie	Blood Sucking Freaks	1976	84	Comedy,Horror	4.7	6036
41741	tt0077248	movie	Blue Collar	1978	114	Crime,Drama	7.5	9802
41754	tt0077269	movie	The Boys from Brazil	1978	125	Drama,Mystery,Sci-Fi	7.0	29191
41755	tt0077270	movie	The Boys in Company C	1978	125	Drama,War	6.9	3367
41757	tt0077272	movie	Brass Target	1978	111	Action,Drama,Mystery	5.9	1296
41759	tt0077275	movie	The Brink's Job	1978	104	Comedy,Crime,Drama	6.5	3227
41760	tt0077276	movie	French Fried Vacation	1978	105	Comedy,Romance	6.7	7358
41762	tt0077278	movie	Buck Rogers in the 25th Century	1979	89	Action,Adventure,Sci-Fi	6.5	6500
41763	tt0077280	movie	The Buddy Holly Story	1978	114	Biography,Drama,Music	7.2	9597
41769	tt0077288	movie	La Cage aux Folles	1978	97	Comedy	7.2	11294
41770	tt0077289	movie	California Suite	1978	103	Comedy,Drama,Romance	6.2	7678
41773	tt0077292	movie	Crippled Avengers	1978	104	Action,Drama	7.3	2755
41775	tt0077294	movie	Capricorn One	1977	123	Action,Adventure,Drama	6.8	23529
41776	tt0077295	movie	The Escape	1978	100	Adventure,Comedy,Crime	6.4	1286
41777	tt0077296	movie	Caravans	1978	127	Action,Adventure,History	5.9	1092
41779	tt0077300	movie	Carry on Emmannuelle	1978	88	Comedy,Romance	3.2	2003
41783	tt0077304	movie	The Cat and the Canary	1978	98	Comedy,Horror,Mystery	5.6	1566
41784	tt0077305	movie	The Cat from Outer Space	1978	104	Comedy,Family,Sci-Fi	6.0	5564
41791	tt0077315	movie	The Green Room	1978	94	Drama	6.9	3196
41794	tt0077318	movie	The Chant of Jimmie Blacksmith	1978	122	Biography,Crime,Drama	7.3	2381
41795	tt0077319	movie	Charleston	1977	93	Comedy	5.6	1049
41797	tt0077321	movie	The Cheap Detective	1978	92	Comedy,Crime,Mystery	6.4	5311
41801	tt0077327	movie	China 9, Liberty 37	1978	102	Romance,Western	6.0	1332
41805	tt0077332	movie	The Chosen	1977	102	Horror	5.5	1448
41813	tt0077350	movie	Co mi zrobisz jak mnie zlapiesz	1978	99	Comedy	7.6	1860
41815	tt0077355	movie	Coma	1978	113	Drama,Mystery,Thriller	6.9	20099
41817	tt0077357	movie	The Comeback	1978	100	Horror,Mystery,Thriller	5.8	1214
41818	tt0077360	movie	Comes a Horseman	1978	118	Drama,Romance,Western	6.2	3082
41820	tt0077362	movie	Coming Home	1978	127	Drama,Romance,War	7.3	14006
41826	tt0077369	movie	Convoy	1978	110	Action,Drama	6.3	17626
41828	tt0077372	movie	Corvette Summer	1978	105	Adventure,Comedy	5.7	3480
41829	tt0077373	movie	Stay as You Are	1978	109	Drama,Romance	6.3	1533
41831	tt0077381	movie	Crossed Swords	1977	108	Adventure,Comedy,Drama	6.2	1980
41832	tt0077383	movie	Family Nest	1979	108	Drama	7.3	1333
41840	tt0077394	movie	Damien: Omen II	1978	107	Horror	6.2	33574
41845	tt0077402	movie	Dawn of the Dead	1978	127	Horror,Thriller	7.8	123907
41848	tt0077405	movie	Days of Heaven	1978	94	Drama,Romance	7.8	59874
41852	tt0077413	movie	Death on the Nile	1978	140	Crime,Drama,Mystery	7.2	36824
41853	tt0077414	movie	Deathsport	1978	82	Action,Drama,Sci-Fi	4.1	2157
41854	tt0077415	movie	Debbie Does Dallas	1978	80	Adult,Comedy	5.8	2957
41855	tt0077416	movie	The Deer Hunter	1978	183	Drama,War	8.1	345839
41857	tt0077421	movie	Despair	1978	119	Drama,History	6.9	2582
41859	tt0077427	movie	Germany in Autumn	1978	123	Documentary,Drama	6.9	1360
41873	tt0077450	movie	Dominique	1979	100	Horror,Thriller	5.4	1072
41874	tt0077451	movie	Don	1978	175	Action,Crime,Thriller	7.7	12495
41875	tt0077452	movie	Dona Flor and Her Two Husbands	1976	110	Comedy,Fantasy	6.9	3065
41885	tt0077470	movie	Dracula's Dog	1977	87	Horror	4.4	1524
41889	tt0077474	movie	The Driver	1978	91	Action,Crime,Thriller	7.1	17947
41896	tt0077482	movie	Ecce bombo	1978	103	Comedy,Drama	7.0	2344
41907	tt0077497	movie	Emmanuelle 3	1977	98	Drama,Romance	4.0	1936
41911	tt0077504	movie	The End	1978	100	Comedy,Drama	6.1	4189
41923	tt0077523	movie	Every Which Way but Loose	1978	114	Action,Comedy	6.3	28604
41924	tt0077524	movie	The Evil	1978	89	Horror,Thriller	5.6	2876
41929	tt0077530	movie	Eyes of Laura Mars	1978	104	Mystery,Thriller	6.1	11141
41930	tt0077531	movie	F.I.S.T.	1978	145	Crime,Drama,Thriller	6.4	8248
41931	tt0077532	movie	FM	1978	104	Comedy,Drama,Music	6.3	1101
41932	tt0077533	movie	Faces of Death	1978	105	Documentary,Horror	4.2	7560
41937	tt0077539	movie	Fedora	1978	116	Drama,Romance	6.8	4902
41945	tt0077549	movie	Fingers	1978	90	Crime,Drama,Music	6.8	2725
41951	tt0077559	movie	Five Deadly Venoms	1978	101	Action,Drama,Mystery	7.0	7555
41954	tt0077563	movie	Cop or Hood	1979	107	Action,Comedy,Crime	6.5	2900
41958	tt0077572	movie	Force 10 from Navarone	1978	118	Action,Drama,War	6.4	18793
41962	tt0077578	movie	Foul Play	1978	116	Comedy,Mystery,Thriller	6.8	16164
41968	tt0077588	movie	The Fury	1978	118	Horror,Sci-Fi,Thriller	6.3	16239
41973	tt0077594	movie	Game of Death	1978	100	Action,Crime,Drama	5.9	21258
41977	tt0077598	movie	Gates of Heaven	1978	85	Documentary	7.3	6050
41982	tt0077613	movie	Girlfriends	1978	88	Comedy,Drama	7.2	2781
41985	tt0077617	movie	Go Tell the Spartans	1978	114	Drama,War	6.6	2889
41987	tt0077621	movie	Goin' South	1978	105	Comedy,Romance,Western	6.2	7590
41991	tt0077629	movie	Gray Lady Down	1978	111	Adventure,Drama,History	6.2	3367
41993	tt0077631	movie	Grease	1978	110	Comedy,Musical,Romance	7.2	285981
41997	tt0077636	movie	The Greek Tycoon	1978	107	Drama	5.4	2129
42006	tt0077651	movie	Halloween	1978	91	Horror,Thriller	7.7	287886
42008	tt0077655	movie	Last Hurrah for Chivalry	1979	106	Action,Drama	7.0	1708
42009	tt0077660	movie	Harper Valley P.T.A.	1978	93	Comedy	5.8	1197
42010	tt0077663	movie	Heaven Can Wait	1978	101	Comedy,Fantasy,Romance	6.9	22295
42025	tt0077681	movie	The Hills Have Eyes	1977	90	Horror,Thriller	6.3	36932
42036	tt0077696	movie	Hooper	1978	99	Action,Comedy	6.4	7405
42038	tt0077698	movie	Hot Lead and Cold Feet	1978	90	Comedy,Western	6.0	1406
42039	tt0077699	movie	House Calls	1978	98	Comedy,Drama,Romance	6.6	1935
42042	tt0077707	movie	The Hypothesis of the Stolen Painting	1978	66	Drama,Mystery	7.4	1139
42045	tt0077711	movie	Autumn Sonata	1978	99	Drama,Music	8.1	35721
42047	tt0077713	movie	I Spit on Your Grave	1978	101	Horror,Thriller	5.6	29637
42048	tt0077714	movie	I Wanna Hold Your Hand	1978	104	Comedy,Music,Romance	6.8	5296
42049	tt0077716	movie	Ice Castles	1978	108	Drama,Romance,Sport	6.5	3773
42058	tt0077729	movie	In a Year with 13 Moons	1978	124	Drama	7.4	4536
42062	tt0077734	movie	Traffic Jam	1979	128	Drama	6.9	1123
42067	tt0077740	movie	Insiang	1976	95	Drama	7.6	1964
42069	tt0077742	movie	Interiors	1978	92	Drama	7.3	20256
42070	tt0077743	movie	International Velvet	1978	127	Drama,Family,Sport	5.8	1564
42072	tt0077745	movie	Invasion of the Body Snatchers	1978	115	Horror,Sci-Fi	7.4	63622
42076	tt0077751	movie	Alexandria... Why?	1979	133	Drama	7.3	1875
42079	tt0077756	movie	It Lives Again	1978	91	Horror,Sci-Fi	5.2	2501
42087	tt0077766	movie	Jaws 2	1978	116	Adventure,Horror,Thriller	5.8	80508
42089	tt0077768	movie	I'm Shy, But I'll Heal	1978	88	Comedy	6.5	1523
42096	tt0077775	movie	Joi Baba Felunath: The Elephant God	1979	112	Adventure,Crime,Family	7.9	2153
42110	tt0077800	movie	Killer Fish	1979	101	Horror,Sci-Fi,Thriller	4.1	2221
42113	tt0077807	movie	King of the Gypsies	1978	112	Drama	6.2	1314
42117	tt0077814	movie	Kochaj albo rzuc	1977	114	Comedy	7.0	1707
42132	tt0077834	movie	Laserblast	1978	85	Horror,Sci-Fi	2.8	6464
42134	tt0077838	movie	The Last Waltz	1978	117	Biography,Documentary,Music	8.1	18721
42149	tt0077864	movie	They Called Him Bulldozer	1978	115	Action,Comedy,Sport	6.7	5784
42152	tt0077869	movie	The Lord of the Rings	1978	132	Adventure,Animation,Fantasy	6.2	34505
42157	tt0077879	movie	Lude godine	1977	83	Comedy,Drama,Romance	7.4	1616
42166	tt0077889	movie	Magic	1978	107	Drama,Horror	6.8	12204
42175	tt0077904	movie	The Manitou	1978	104	Horror,Sci-Fi	5.3	3117
42183	tt0077914	movie	Martin	1977	95	Drama,Horror	7.0	11781
42188	tt0077921	movie	The Medusa Touch	1978	109	Drama,Mystery	6.9	7003
42194	tt0077928	movie	Midnight Express	1978	121	Biography,Crime,Drama	7.5	83880
42200	tt0077937	movie	Mission Galactica: The Cylon Attack	1979	108	Action,Adventure,Sci-Fi	6.8	1802
42204	tt0077942	movie	Moment by Moment	1978	105	Drama,Romance	3.1	1293
42207	tt0077945	movie	Slave of the Cannibal God	1978	99	Adventure,Horror	5.2	4478
42212	tt0077952	movie	Movie Movie	1978	105	Comedy,Musical,Sport	6.5	1205
42228	tt0077973	movie	Invincible Shaolin	1978	98	Action,Drama	6.9	1179
42230	tt0077975	movie	National Lampoon's Animal House	1978	109	Comedy	7.4	124845
42251	tt0078012	movie	Viva Italia!	1977	115	Comedy	7.0	1996
42261	tt0078026	movie	The Olsen Gang Goes to War	1978	107	Comedy,Crime,Family	7.0	1721
42282	tt0078054	movie	Beauty and the Beast	1978	91	Fantasy,Horror,Mystery	7.5	1606
42284	tt0078056	movie	Paradise Alley	1978	107	Drama	5.7	5546
42286	tt0078058	movie	Odds and Evens	1978	115	Action,Comedy,Crime	7.1	9457
42290	tt0078062	movie	The Clonus Horror	1979	90	Horror,Romance,Sci-Fi	3.9	2606
42294	tt0078067	movie	Patrick	1978	112	Drama,Horror,Sci-Fi	6.1	3665
42297	tt0078073	movie	Perceval	1978	140	Drama,Music,Romance	6.9	1491
42298	tt0078077	movie	The Grapes of Death	1978	85	Horror	6.1	2607
42299	tt0078078	movie	Petey Wheatstraw	1977	100	Comedy,Fantasy,Horror	6.1	1419
